flight_number,standard_time,estimated_time,location,airline,international,flight_status
BHA653,2023-08-14 13:20:00,"[{""time"": ""2023-08-14 13:20:00"", ""timestamp"": ""2023-08-14 13:45:03""}, {""time"": ""2023-08-14 14:16:00"", ""timestamp"": ""2023-08-14 14:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:45:03""}]"
H9678,2023-08-15 13:50:00,"[{""time"": ""2023-08-15 13:50:00"", ""timestamp"": ""2023-08-15 11:15:02""}]",Dhaka,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 10:45:03""}]"
NYT573,2023-08-14 18:10:00,"[{""time"": ""2023-08-14 18:50:00"", ""timestamp"": ""2023-08-14 19:15:08""}, {""time"": ""2023-08-14 19:29:00"", ""timestamp"": ""2023-08-14 19:45:03""}]",Janakpur,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 19:15:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 19:45:03""}]"
MH171,2023-08-14 13:05:00,"[{""time"": ""2023-08-14 13:05:00"", ""timestamp"": ""2023-08-14 11:01:37""}]",Kuala Lumpur,Malaysia Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 11:00:54""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 12:45:03""}]"
UL182,2023-08-14 13:15:00,"[{""time"": ""2023-08-14 13:15:00"", ""timestamp"": ""2023-08-14 11:01:37""}]",Colombo,SriLankan Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 11:00:54""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 12:45:03""}]"
BHA857,2023-08-14 13:20:00,"[{""time"": ""2023-08-14 13:50:00"", ""timestamp"": ""2023-08-14 14:15:03""}, {""time"": ""2023-08-14 14:37:00"", ""timestamp"": ""2023-08-14 14:45:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 14:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:45:03""}]"
SHA435,2023-08-14 16:05:00,"[{""time"": ""2023-08-14 18:20:00"", ""timestamp"": ""2023-08-14 13:45:03""}, {""time"": ""2023-08-14 18:35:00"", ""timestamp"": ""2023-08-14 18:45:07""}, {""time"": ""2023-08-14 18:54:00"", ""timestamp"": ""2023-08-14 19:15:08""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 18:45:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 19:15:08""}]"
NYT421,2023-08-14 13:30:00,"[{""time"": ""2023-08-14 13:45:00"", ""timestamp"": ""2023-08-14 13:45:03""}, {""time"": ""2023-08-14 14:20:00"", ""timestamp"": ""2023-08-14 14:45:03""}]",Nepalgunj,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:45:03""}]"
BHA555,2023-08-14 12:10:00,"[{""time"": ""2023-08-14 12:10:00"", ""timestamp"": ""2023-08-14 12:15:02""}, {""time"": ""2023-08-14 12:50:00"", ""timestamp"": ""2023-08-14 13:15:02""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 13:15:02""}]"
WE320,2023-08-14 13:30:00,"[{""time"": ""2023-08-14 13:30:00"", ""timestamp"": ""2023-08-14 11:01:37""}]",Bangkok,THAI Smile,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 11:00:54""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 12:45:03""}]"
SHA225,2023-08-14 15:15:00,"[{""time"": ""2023-08-14 15:40:00"", ""timestamp"": ""2023-08-14 13:45:03""}, {""time"": ""2023-08-14 15:55:00"", ""timestamp"": ""2023-08-14 16:15:02""}, {""time"": ""2023-08-14 16:16:00"", ""timestamp"": ""2023-08-14 16:45:02""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 16:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:45:02""}]"
BHA805,2023-08-14 18:20:00,"[{""time"": ""2023-08-14 18:20:00"", ""timestamp"": ""2023-08-14 19:15:08""}, {""time"": ""2023-08-14 19:00:00"", ""timestamp"": ""2023-08-14 19:45:03""}, {""time"": ""2023-08-14 19:52:00"", ""timestamp"": ""2023-08-14 20:15:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 19:15:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 20:15:03""}]"
BG372,2023-08-14 12:40:00,"[{""time"": ""2023-08-14 12:40:00"", ""timestamp"": ""2023-08-14 09:39:49""}]",Dhaka,Biman Bangladesh,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 09:39:49""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 11:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 12:45:03""}]"
SAU911,2023-08-18 12:45:00,"[{""time"": ""2023-08-18 14:15:00"", ""timestamp"": ""2023-08-18 15:15:03""}]",Bhadrapur,Saurya Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 14:45:08""}]"
H9563,2023-08-14 22:40:00,"[{""time"": ""2023-08-14 22:40:00"", ""timestamp"": ""2023-08-14 23:15:08""}]",Doha,Himalaya Airlines,t,"[{""status"": ""Completed"", ""timestamp"": ""2023-08-14 23:15:08""}]"
RA421,2023-08-14 23:00:00,"[{""time"": ""2023-08-14 23:00:00"", ""timestamp"": ""2023-08-14 23:15:08""}]",Kuala Lumpur,Nepal Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 23:15:08""}]"
6E1154,2023-08-14 14:05:00,"[{""time"": ""2023-08-14 14:05:00"", ""timestamp"": ""2023-08-14 11:15:02""}]",Delhi,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 11:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 13:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 13:45:03""}]"
BHA373,2023-08-14 13:50:00,"[{""time"": ""2023-08-14 13:50:00"", ""timestamp"": ""2023-08-14 14:15:03""}, {""time"": ""2023-08-14 14:44:00"", ""timestamp"": ""2023-08-14 15:15:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 14:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 15:15:03""}]"
6E1156,2023-08-15 17:33:00,"[{""time"": ""2023-08-15 17:33:00"", ""timestamp"": ""2023-08-15 17:45:03""}]",Delhi,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 17:45:03""}]"
SHA433,2023-08-14 11:15:00,"[{""time"": ""2023-08-14 11:55:00"", ""timestamp"": ""2023-08-14 12:15:02""}, {""time"": ""2023-08-14 12:45:00"", ""timestamp"": ""2023-08-14 13:15:02""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 13:15:02""}]"
RA401,2023-08-14 12:30:00,"[{""time"": ""2023-08-14 12:30:00"", ""timestamp"": ""2023-08-14 09:39:49""}]",Bangkok,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 09:39:49""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 11:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 12:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-14 13:15:02""}]"
RA217,2023-08-14 13:25:00,"[{""time"": ""2023-08-14 13:25:00"", ""timestamp"": ""2023-08-14 11:01:37""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 11:00:54""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 13:15:02""}]"
WE320,2023-08-14 13:48:00,"[{""time"": ""2023-08-14 13:48:00"", ""timestamp"": ""2023-08-14 14:15:03""}]",Bangkok,THAI Smile,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:15:03""}]"
NYT925,2023-08-14 13:25:00,"[{""time"": ""2023-08-14 14:40:00"", ""timestamp"": ""2023-08-14 14:45:03""}, {""time"": ""2023-08-14 15:28:00"", ""timestamp"": ""2023-08-14 15:45:02""}]",Bhadrapur,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 14:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 15:45:02""}]"
KE696,2023-08-14 19:20:00,"[{""time"": ""2023-08-14 19:20:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Seoul,Korean Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 16:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 17:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 18:45:07""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 19:15:08""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-14 19:45:03""}]"
QR647,2023-08-14 19:20:00,"[{""time"": ""2023-08-14 19:20:00"", ""timestamp"": ""2023-08-14 19:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 19:45:03""}]"
BHA707,2023-08-14 14:00:00,"[{""time"": ""2023-08-14 14:50:00"", ""timestamp"": ""2023-08-14 15:15:03""}, {""time"": ""2023-08-14 15:00:00"", ""timestamp"": ""2023-08-14 15:45:02""}, {""time"": ""2023-08-14 15:35:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
RA217,2023-08-14 13:59:00,"[{""time"": ""2023-08-14 13:59:00"", ""timestamp"": ""2023-08-14 14:15:03""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:15:03""}]"
6E1154,2023-08-14 14:14:00,"[{""time"": ""2023-08-14 14:14:00"", ""timestamp"": ""2023-08-14 14:45:03""}]",Delhi,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 14:45:03""}]"
6E1158,2023-08-14 15:20:00,"[{""time"": ""2023-08-14 15:20:00"", ""timestamp"": ""2023-08-14 12:15:02""}]",Mumbai,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 12:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 14:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 15:15:03""}]"
BHA405,2023-08-14 14:15:00,"[{""time"": ""2023-08-14 14:45:00"", ""timestamp"": ""2023-08-14 15:15:03""}, {""time"": ""2023-08-14 15:32:00"", ""timestamp"": ""2023-08-14 15:45:02""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 15:45:02""}]"
BHA655,2023-08-14 14:20:00,"[{""time"": ""2023-08-14 15:15:00"", ""timestamp"": ""2023-08-14 15:15:03""}, {""time"": ""2023-08-14 15:54:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
BHA171,2023-08-14 14:40:00,"[{""time"": ""2023-08-14 15:25:00"", ""timestamp"": ""2023-08-14 15:45:02""}, {""time"": ""2023-08-14 15:55:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Rajbiraj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
BHA505,2023-08-14 13:50:00,"[{""time"": ""2023-08-14 14:10:00"", ""timestamp"": ""2023-08-14 14:45:03""}, {""time"": ""2023-08-14 15:00:00"", ""timestamp"": ""2023-08-14 15:45:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 14:45:03""}]"
BHA957,2023-08-14 15:15:00,"[{""time"": ""2023-08-14 15:15:00"", ""timestamp"": ""2023-08-14 15:45:02""}, {""time"": ""2023-08-14 15:40:00"", ""timestamp"": ""2023-08-14 16:15:02""}, {""time"": ""2023-08-14 16:13:00"", ""timestamp"": ""2023-08-14 16:45:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:45:02""}]"
BHA715,2023-08-14 19:00:00,"[{""time"": ""2023-08-14 19:00:00"", ""timestamp"": ""2023-08-14 19:15:08""}, {""time"": ""2023-08-14 19:36:00"", ""timestamp"": ""2023-08-14 19:45:03""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 19:15:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 19:45:03""}]"
6E1158,2023-08-14 15:24:00,"[{""time"": ""2023-08-14 15:24:00"", ""timestamp"": ""2023-08-14 15:45:02""}]",Mumbai,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 15:45:02""}]"
AI216,2023-08-14 15:50:00,"[{""time"": ""2023-08-14 15:50:00"", ""timestamp"": ""2023-08-14 12:45:03""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 12:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 14:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 15:15:03""}]"
BHA379,2023-08-14 15:40:00,"[{""time"": ""2023-08-14 15:40:00"", ""timestamp"": ""2023-08-14 15:45:02""}, {""time"": ""2023-08-14 16:00:00"", ""timestamp"": ""2023-08-14 16:45:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}]"
BHA807,2023-08-14 19:25:00,"[{""time"": ""2023-08-14 19:25:00"", ""timestamp"": ""2023-08-14 19:45:03""}, {""time"": ""2023-08-14 20:03:00"", ""timestamp"": ""2023-08-14 20:15:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 19:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 20:15:03""}]"
BHA709,2023-08-14 15:20:00,"[{""time"": ""2023-08-14 15:55:00"", ""timestamp"": ""2023-08-14 16:15:02""}, {""time"": ""2023-08-14 16:00:00"", ""timestamp"": ""2023-08-14 16:45:02""}, {""time"": ""2023-08-14 17:08:00"", ""timestamp"": ""2023-08-14 17:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 16:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:15:02""}]"
QR649,2023-08-15 09:00:00,"[{""time"": ""2023-08-15 09:00:00"", ""timestamp"": ""2023-08-15 05:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 05:45:03""}]"
NYT681,2023-08-14 14:40:00,"[{""time"": ""2023-08-14 15:20:00"", ""timestamp"": ""2023-08-14 15:45:02""}, {""time"": ""2023-08-14 15:56:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
SAU723,2023-08-14 14:55:00,"[{""time"": ""2023-08-14 15:05:00"", ""timestamp"": ""2023-08-14 15:15:03""}, {""time"": ""2023-08-14 15:30:00"", ""timestamp"": ""2023-08-14 15:45:02""}]",Biratnagar,Saurya Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 15:45:02""}]"
UK156,2023-08-15 17:38:00,"[{""time"": ""2023-08-15 17:38:00"", ""timestamp"": ""2023-08-15 17:45:03""}]",Delhi,Vistara,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 17:45:03""}]"
BHA611,2023-08-17 11:10:00,"[{""time"": ""2023-08-17 11:10:00"", ""timestamp"": ""2023-08-17 11:45:03""}, {""time"": ""2023-08-17 11:49:00"", ""timestamp"": ""2023-08-17 12:15:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 11:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 12:15:03""}]"
RA421,2023-08-14 21:25:00,"[{""time"": ""2023-08-14 21:25:00"", ""timestamp"": ""2023-08-14 18:45:07""}]",Kuala Lumpur,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 18:45:07""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 20:45:02""}]"
SHA223,2023-08-17 11:15:00,"[{""time"": ""2023-08-17 11:25:00"", ""timestamp"": ""2023-08-17 11:45:03""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:45:03""}]"
AI216,2023-08-14 15:48:00,"[{""time"": ""2023-08-14 15:48:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
NYT793,2023-08-14 17:00:00,"[{""time"": ""2023-08-14 17:35:00"", ""timestamp"": ""2023-08-14 17:45:03""}, {""time"": ""2023-08-14 19:11:00"", ""timestamp"": ""2023-08-14 19:15:08""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 19:15:08""}]"
MU9618,2023-08-14 16:25:00,"[{""time"": ""2023-08-14 16:25:00"", ""timestamp"": ""2023-08-14 09:39:49""}]",Kunming,China Eastern,t,"[{""status"": ""VVIP FLIGHT"", ""timestamp"": ""2023-08-14 09:39:49""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 16:15:02""}]"
6E1156,2023-08-14 16:30:00,"[{""time"": ""2023-08-14 16:30:00"", ""timestamp"": ""2023-08-14 13:45:03""}]",Delhi,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 13:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 14:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 15:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 16:15:02""}]"
NYT301,2023-08-15 06:20:00,"[{""time"": ""2023-08-15 06:20:00"", ""timestamp"": ""2023-08-15 06:15:02""}, {""time"": ""2023-08-15 06:32:00"", ""timestamp"": ""2023-08-15 06:45:02""}]",Mountain Flight,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-15 06:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-15 06:45:02""}]"
AI212,2023-08-14 21:35:00,"[{""time"": ""2023-08-14 21:35:00"", ""timestamp"": ""2023-08-14 18:45:07""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 18:45:07""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 20:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-14 21:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 21:45:03""}]"
BHA557,2023-08-14 15:45:00,"[{""time"": ""2023-08-14 16:30:00"", ""timestamp"": ""2023-08-14 16:45:02""}, {""time"": ""2023-08-14 17:14:00"", ""timestamp"": ""2023-08-14 17:45:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 16:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:45:03""}]"
BHA859,2023-08-14 15:45:00,"[{""time"": ""2023-08-14 16:00:00"", ""timestamp"": ""2023-08-14 16:45:02""}, {""time"": ""2023-08-14 17:24:00"", ""timestamp"": ""2023-08-14 17:45:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 16:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:45:03""}]"
BHA601,2023-08-14 16:00:00,"[{""time"": ""2023-08-14 05:10:00"", ""timestamp"": ""2023-08-14 17:15:02""}, {""time"": ""2023-08-14 17:25:00"", ""timestamp"": ""2023-08-14 17:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:45:03""}]"
MU9618,2023-08-14 16:48:00,"[{""time"": ""2023-08-14 16:48:00"", ""timestamp"": ""2023-08-14 17:15:02""}]",Kunming,China Eastern,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:15:02""}]"
6E1156,2023-08-14 16:52:00,"[{""time"": ""2023-08-14 16:52:00"", ""timestamp"": ""2023-08-14 17:15:02""}]",Delhi,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:15:02""}]"
UK156,2023-08-14 17:00:00,"[{""time"": ""2023-08-14 17:00:00"", ""timestamp"": ""2023-08-14 14:15:03""}]",Delhi,Vistara,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 14:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 16:15:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-14 16:45:02""}]"
NYT539,2023-08-14 16:00:00,"[{""time"": ""2023-08-14 16:55:00"", ""timestamp"": ""2023-08-14 17:15:02""}, {""time"": ""2023-08-14 17:35:00"", ""timestamp"": ""2023-08-14 18:15:03""}]",Simara Airport,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 18:15:03""}]"
BHA507,2023-08-14 16:25:00,"[{""time"": ""2023-08-14 17:05:00"", ""timestamp"": ""2023-08-14 17:15:02""}, {""time"": ""2023-08-14 17:44:00"", ""timestamp"": ""2023-08-14 18:15:03""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 18:15:03""}]"
BHA559,2023-08-14 16:25:00,"[{""time"": ""2023-08-14 17:20:00"", ""timestamp"": ""2023-08-14 17:45:03""}, {""time"": ""2023-08-14 17:49:00"", ""timestamp"": ""2023-08-14 18:15:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 18:15:03""}]"
FZ576,2023-08-14 19:55:00,"[{""time"": ""2023-08-14 19:55:00"", ""timestamp"": ""2023-08-14 16:15:02""}]",Dubai,Flydubai,t,"[{""status"": ""Completed"", ""timestamp"": ""2023-08-14 16:15:02""}]"
SQ441,2023-08-14 23:10:00,"[{""time"": ""2023-08-14 23:10:00"", ""timestamp"": ""2023-08-14 20:15:03""}]",Singapore,Singapore Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-14 20:15:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-14 22:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-14 22:45:08""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-14 23:15:08""}]"
6E1158,2023-08-16 15:20:00,"[{""time"": ""2023-08-16 15:20:00"", ""timestamp"": ""2023-08-16 12:15:03""}]",Mumbai,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-16 12:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-16 14:45:03""}]"
BHA403,2023-08-17 11:25:00,"[{""time"": ""2023-08-17 11:55:00"", ""timestamp"": ""2023-08-17 12:15:03""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:15:03""}]"
TRA111,2023-08-15 06:30:00,"[{""time"": ""2023-08-15 07:00:00"", ""timestamp"": ""2023-08-15 06:15:02""}]",Lukla,Tara Air,f,"[{""status"": ""Delay due to weather"", ""timestamp"": ""2023-08-15 06:15:02""}]"
FZ1134,2023-08-15 08:50:00,"[{""time"": ""2023-08-15 08:50:00"", ""timestamp"": ""2023-08-15 05:45:03""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 05:45:03""}]"
UK156,2023-08-14 17:17:00,"[{""time"": ""2023-08-14 17:17:00"", ""timestamp"": ""2023-08-14 17:45:03""}]",Delhi,Vistara,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-14 17:45:03""}]"
KB204,2023-08-15 08:55:00,"[{""time"": ""2023-08-15 08:55:00"", ""timestamp"": ""2023-08-15 05:45:03""}]",Delhi,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-15 05:45:03""}]"
BHA953,2023-08-15 10:30:00,"[{""time"": ""2023-08-15 10:44:00"", ""timestamp"": ""2023-08-15 11:15:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 11:15:02""}]"
BHA663,2023-08-14 19:15:00,"[{""time"": ""2023-08-14 20:00:00"", ""timestamp"": ""2023-08-14 20:15:03""}, {""time"": ""2023-08-14 20:22:00"", ""timestamp"": ""2023-08-14 20:45:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 20:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 20:45:02""}]"
BHA100,2023-08-15 06:15:00,"[{""time"": ""2023-08-15 06:26:00"", ""timestamp"": ""2023-08-15 06:45:02""}]",Mountain Flight,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-15 06:45:02""}]"
BHA255,2023-08-14 16:30:00,"[{""time"": ""2023-08-14 17:00:00"", ""timestamp"": ""2023-08-14 17:15:02""}, {""time"": ""2023-08-14 17:38:00"", ""timestamp"": ""2023-08-14 18:15:03""}]",Dhangadhi,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-14 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-14 18:15:03""}]"
